,RecoDataphi_predicted
5344,2.0106769
5345,-2.439498
5346,-1.0872556
5347,-1.5246986
5348,-0.726868
5349,-1.0645194
5350,2.571089
5351,1.2750063
5352,-0.64968777
5353,-2.2219234
5354,-0.33289948
5355,2.2461085
5356,2.419829
5357,-0.8959389
5358,0.5621204
5359,-2.3882008
5360,-1.9900222
5361,-1.028221
5362,1.5213172
5363,1.9986348
5364,1.8544439
5365,0.68148446
5366,-0.04392425
5367,-1.8765986
5368,1.7550868
5369,2.3052826
5370,-2.672914
5371,-0.8167676
5372,1.5607452
5373,1.3459874
5374,-2.495889
5375,1.9706128
5376,2.2620082
5377,2.517761
5378,1.938437
5379,-1.6620218
5380,1.2876632
5381,-1.706254
5382,-2.6979208
5383,-1.4366636
5384,1.1501698
5385,-1.9960052
5386,-0.73275805
5387,-0.1425385
5388,0.32512304
5389,2.0366733
5390,-1.3467559
5391,-1.3893783
5392,2.2955754
5393,1.2126422
5394,-0.52242994
5395,-0.6825441
5396,-0.15254633
5397,2.051718
5398,0.024436887
5399,-0.9366786
5400,-2.6468897
5401,0.6448102
5402,0.60276437
5403,-3.0045488
5404,0.36864826
5405,-1.8310853
5406,1.9681009
5407,1.8988775
5408,-2.0526228
5409,-2.4654891
5410,0.4558125
5411,-0.6763652
5412,1.7730558
5413,2.0582428
5414,-0.66766495
5415,0.4645204
5416,-0.30386364
5417,-0.12502435
5418,1.3803469
5419,-1.8830875
5420,2.1022499
5421,-2.46936
5422,2.7687852
5423,-2.5236597
5424,0.19660562
5425,0.86174345
5426,-3.0144205
5427,1.0281816
5428,2.3998458
5429,-0.6422546
5430,-2.0579355
5431,1.5342555
5432,0.9958587
5433,-3.0319123
5434,-0.7986938
5435,-2.9778402
5436,0.33694246
5437,-0.45071426
5438,-2.2690148
5439,-1.4451447
5440,-1.6474261
5441,-1.5341043
5442,0.019385338
5443,-0.6183814
5444,0.75545007
5445,0.059764273
5446,2.5744166
5447,-0.08822391
5448,1.7962629
5449,-2.0929515
5450,2.4493437
5451,0.5536516
5452,-2.5549617
5453,-0.9655653
5454,1.5300707
5455,1.6366915
5456,1.6977838
5457,-2.0683782
5458,-1.0939485
5459,-1.6321244
5460,-1.7906879
5461,-2.9473093
5462,2.0859067
5463,0.77807367
5464,1.8406496
5465,-2.342002
5466,0.8610724
5467,-0.49168858
5468,2.0918803
5469,1.9069324
5470,-0.8187044
5471,1.4351366
5472,-2.7694316
5473,-1.7396762
5474,-2.288203
5475,-0.14895573
5476,1.4876244
5477,2.6196942
5478,1.1604152
5479,-0.80171365
5480,-2.0018737
5481,1.9088235
5482,-1.7237089
5483,0.34922165
5484,-2.9571314
5485,2.0261347
5486,-1.2942
5487,2.584039
5488,-3.0619469
5489,-0.17793782
5490,2.565081
5491,-2.5034723
5492,1.9419181
5493,-0.38175556
5494,-0.4896754
5495,1.6828744
5496,-2.129394
5497,2.9265804
5498,2.5633755
5499,1.1254339
5500,-1.2530046
5501,-1.0470066
5502,2.4420187
5503,-2.2201273
5504,1.4564226
5505,1.2363226
5506,-2.5954921
5507,-1.7979953
5508,-0.04809894
5509,0.3766702
5510,1.0252161
5511,1.9766983
5512,-1.1466011
5513,-1.3312674
5514,0.7611063
5515,1.4939097
5516,-1.7068894
5517,-3.0141475
5518,-3.0127804
5519,-0.13552591
5520,-1.9959539
5521,0.6479978
5522,1.1545448
5523,1.0758643
5524,2.4390924
5525,-2.7844062
5526,-2.9916322
5527,2.112851
5528,-0.16994238
5529,2.2194848
5530,-0.66519195
5531,1.5158826
5532,-0.49926573
5533,0.9830051
5534,1.310892
5535,-1.9777368
5536,0.7854061
5537,-0.70330507
5538,2.4083407
5539,-2.0577347
5540,1.8678267
5541,1.9611369
5542,-1.5690628
5543,1.7277147
5544,1.9903425
5545,1.0891843
5546,2.4637558
5547,-2.853921
5548,1.9625766
5549,3.0619433
5550,1.8574305
5551,1.5480138
5552,1.9649965
5553,-0.60360986
5554,2.7057307
5555,2.5827916
5556,1.5741111
5557,-1.7286029
5558,1.9707049
5559,-1.1365932
5560,-2.0704572
5561,-0.26884702
5562,-0.5135191
5563,-3.038494
5564,0.09639695
5565,-0.5475287
5566,2.7966921
5567,-2.766234
5568,1.976169
5569,1.7996185
5570,-1.967127
5571,0.9077679
5572,-2.1783175
5573,1.4753686
5574,0.0523225
5575,-1.3582579
5576,2.3126001
5577,-0.36415148
5578,1.6462322
5579,-2.8684437
5580,0.81962174
5581,-0.5108592
5582,0.5343709
5583,1.4075204
5584,-2.1442213
5585,0.122530244
5586,-0.22202277
5587,1.0766155
5588,1.767264
5589,2.691942
5590,0.9150761
5591,-1.2746238
5592,-1.3333482
5593,0.367158
5594,-0.066174895
5595,2.0222435
5596,-3.0828094
5597,2.5040612
5598,-1.3223593
5599,-0.81456345
5600,-2.1250026
5601,1.4152347
5602,-1.010351
5603,-2.2540874
5604,-2.6727607
5605,-0.4585987
5606,-1.521903
5607,-0.98449403
5608,-2.7688134
5609,2.2074506
5610,-0.07229475
5611,-0.47674996
5612,1.5053978
5613,-0.1363256
5614,1.9784364
5615,1.9803896
5616,2.58604
5617,-2.606072
5618,-0.99151874
5619,-1.8790809
5620,0.077738225
5621,-1.905323
5622,0.41692293
5623,2.4009347
5624,2.8664343
5625,-2.1996956
5626,-0.31237534
5627,2.6260734
5628,2.6245673
5629,0.7477954
5630,2.497064
5631,-1.318763
5632,2.863512
5633,-1.186753
5634,-2.2077377
5635,-1.1582388
5636,2.6398687
5637,0.6064758
5638,-2.0536277
5639,-0.89952624
5640,-1.6960162
5641,-2.200856
5642,0.038761303
5643,-1.0089698
5644,2.6798625
5645,-0.95991445
5646,-2.0951128
5647,-0.7712446
5648,-2.0201383
5649,-2.274105
5650,-0.9029637
5651,-0.93171614
5652,0.42318508
5653,2.9116468
5654,-2.4211977
5655,0.6523296
5656,-0.39958167
5657,-1.9535292
5658,2.7500837
5659,0.38147998
5660,-0.7489738
5661,-1.8164634
5662,-3.027105
5663,-1.0218593
5664,-0.6156491
5665,3.1190946
5666,0.6224973
5667,-2.8058205
5668,1.8151702
5669,-0.9848912
5670,1.5012603
5671,2.2101278
5672,0.92959994
5673,1.0363108
5674,-3.0613816
5675,0.16004002
5676,1.3071104
5677,1.2136494
5678,-0.09394719
5679,1.637406
5680,-2.6949425
5681,-2.1325364
5682,-0.34519976
5683,-1.351507
5684,-1.8575232
5685,-2.7253597
5686,2.2041411
5687,-2.1933403
5688,1.3763101
5689,-0.55460024
5690,2.8386374
5691,0.06863229
5692,1.9156638
5693,-2.8166497
5694,-2.9132605
5695,0.21530035
5696,0.3304201
5697,-1.4060594
5698,-1.7338101
5699,1.8188275
5700,-1.3436848
5701,-1.8040245
5702,1.4795394
5703,-1.9287614
5704,-1.4027307
5705,-1.031464
5706,-0.69710606
5707,1.3227086
5708,2.6776009
5709,1.6443105
5710,-1.6150683
5711,-1.6661206
5712,2.585718
5713,-2.6888347
5714,2.2982128
5715,-0.10718098
5716,-2.6611974
5717,-2.4042459
5718,-2.085613
5719,2.149658
5720,-0.6762289
5721,-0.31259006
5722,1.3614988
5723,0.040888693
5724,2.039223
5725,1.6049548
5726,0.6195324
5727,-1.7909648
5728,-3.0158737
5729,-1.5859569
5730,0.58659786
5731,0.45064518
5732,-3.002814
5733,1.037203
5734,-1.0599012
5735,-1.0907174
5736,-0.10010326
5737,-1.935358
5738,-2.582621
5739,0.6056301
5740,2.5625403
5741,-1.3719121
5742,0.69071937
5743,-1.1523154
5744,2.262708
5745,1.1529481
5746,0.45390972
5747,1.9254954
5748,2.7975543
5749,-1.0392115
5750,1.4431251
5751,-2.0939078
5752,-2.961106
5753,2.786742
5754,1.785824
5755,2.1167662
5756,2.4964135
5757,-2.2025096
5758,1.4763991
5759,1.5728449
5760,1.1667484
5761,1.2297919
5762,2.2135863
5763,-0.8382978
5764,0.16973685
5765,-1.933256
5766,0.5897221
5767,2.0688589
5768,-2.704669
5769,1.6225086
5770,1.8722954
5771,-0.9756634
5772,2.2981331
5773,-0.01388044
5774,0.67982334
5775,1.4822326
5776,1.9809461
5777,2.7664843
5778,-1.0524776
5779,-0.40468615
5780,2.7501729
5781,-0.5648384
5782,-1.79778
5783,1.4445779
5784,-2.1855724
5785,0.33733872
5786,-0.90714127
5787,0.27803096
5788,0.3607613
5789,0.10250204
5790,0.3090354
5791,-0.7687462
5792,0.73294836
5793,2.7638435
5794,-0.042414427
5795,-0.12061924
5796,0.6369893
5797,-0.5039252
5798,2.079947
5799,-2.35964
5800,1.6097406
5801,-1.8441273
5802,2.0752187
5803,-2.8335016
5804,-2.6207662
5805,-0.36366895
5806,0.15164325
5807,-1.3615311
5808,-0.6919
5809,1.6383563
5810,-2.9579887
5811,2.8258822
5812,0.69087666
5813,2.465243
5814,1.6917884
5815,-1.9514747
5816,1.7328446
5817,0.7524704
5818,-1.9857061
5819,-2.0420287
5820,-0.83668226
5821,1.6257812
5822,2.1060593
5823,-2.8615003
5824,-2.2302213
5825,-0.33685952
5826,-1.8485458
5827,1.4978482
5828,-2.9424632
5829,-2.597422
5830,-2.8441758
5831,-2.8541825
5832,-1.7207475
5833,-1.4450777
5834,-0.9393378
5835,-1.0880435
5836,2.3135252
5837,1.639031
5838,-2.2272463
5839,-2.76577
5840,-2.5089717
5841,-0.49681306
5842,-1.703631
5843,-2.877514
5844,2.6531289
5845,2.576477
5846,-2.9880302
5847,-1.7474134
5848,0.3269726
5849,-2.9006627
5850,-0.31376594
5851,2.4793956
5852,-2.8659225
5853,1.13
5854,2.7761977
5855,0.7520801
5856,2.6379797
5857,2.9692223
5858,1.6459429
5859,-0.2514512
5860,-1.0741715
5861,2.5671349
5862,0.7116334
5863,1.7194273
5864,-2.2042234
5865,1.0691944
5866,-0.5550146
5867,0.83527064
5868,2.832249
5869,2.3969927
5870,1.1180129
5871,2.34
5872,0.6904988
5873,2.520932
5874,2.4409142
5875,1.1555917
5876,-1.6896149
5877,2.7628653
5878,-0.8541662
5879,2.3219597
5880,1.7608126
5881,2.7090354
5882,-1.072042
5883,-0.58684856
5884,2.7928202
5885,0.53225315
5886,0.58118767
5887,2.094382
5888,-1.491012
5889,0.05455631
5890,-1.0554223
5891,2.642315
5892,-0.23818539
5893,-3.0212157
5894,-1.4464039
5895,-1.3997427
5896,-0.769824
5897,2.7973459
5898,-0.46817815
5899,-0.8899535
5900,2.1193523
5901,-2.2161975
5902,-2.2575703
5903,-1.0600383
5904,-1.2295007
5905,0.1465277
5906,-1.2746266
5907,0.43031582
5908,1.2616895
5909,0.407215
5910,3.0132344
5911,-0.75961953
5912,1.6372014
5913,-0.09283175
5914,0.31767273
5915,1.274941
5916,-0.18249017
5917,-1.3723019
5918,1.1149852
5919,0.60284746
5920,-1.1315806
5921,2.1509504
5922,2.092721
5923,2.9025393
5924,2.7237537
5925,1.1004121
5926,1.860887
5927,-2.2303517
5928,0.0071930564
5929,1.0374451
5930,0.91294354
5931,0.17320165
5932,-0.37679952
5933,-0.65424466
5934,-0.16774645
5935,0.23980807
5936,-0.33001396
5937,-2.5097022
5938,2.7891998
5939,-1.8965162
5940,-1.5295762
5941,-0.18806921
5942,-1.162862
5943,0.26176396
5944,0.109005295
5945,-1.0117857
5946,2.6135385
5947,2.4134095
5948,1.7682792
5949,-0.08662676
5950,-0.47425207
5951,0.97358024
5952,1.1772763
5953,0.52581584
5954,2.4219418
5955,-2.7876935
5956,2.478078
5957,-3.0198944
5958,1.4488528
5959,1.2108948
5960,1.1800236
5961,0.07153076
5962,2.4189682
5963,-0.32256854
5964,1.2128633
5965,0.8997688
5966,2.5836787
5967,1.3399794
5968,-0.84430856
5969,-0.9779178
5970,-1.2500129
5971,0.67637414
5972,1.2556138
5973,2.6045647
5974,-0.5381485
5975,1.0632839
5976,-2.8433883
5977,-0.3327126
5978,3.0720685
5979,-2.1275926
5980,-2.4278948
5981,2.615881
5982,1.4868037
5983,-2.2631073
5984,-1.3386105
5985,-2.8865802
5986,2.6405153
5987,-1.794995
5988,1.6196178
5989,-1.4035985
5990,2.1660137
5991,2.728234
5992,1.0833906
5993,-2.6680102
5994,-2.42005
5995,2.5092394
5996,2.3627937
5997,1.8113909
5998,2.8035645
5999,-1.6891981
6000,-1.3370181
6001,-0.03732201
6002,-0.23764062
6003,1.1179584
6004,-1.4934635
6005,0.79003507
6006,0.055378437
6007,2.3330054
6008,1.4131064
6009,-2.330041
6010,-1.6882857
6011,-1.611003
6012,0.14685628
6013,-2.612881
6014,0.83822566
6015,-0.1702611
6016,0.14179003
6017,-2.2801054
6018,1.3008473
6019,-0.38725212
6020,-0.7396153
6021,0.5999036
6022,-0.20204647
6023,1.7158662
6024,0.20031968
6025,-3.0962398
6026,-2.105186
6027,2.9483376
6028,0.9891812
6029,2.5157273
6030,-1.3897518
6031,-1.5188075
6032,-2.9841502
6033,-0.364511
6034,0.032270417
6035,2.7953434
6036,0.19694516
6037,0.18695095
6038,2.2636826
6039,1.1387459
6040,-0.725991
6041,-1.647152
6042,1.9042882
6043,-1.0502679
6044,-2.338185
6045,1.7634944
6046,2.3682506
6047,-1.038727
6048,2.2333684
6049,-1.2446054
6050,1.6125139
6051,0.81977034
6052,-1.8031931
6053,-1.3017863
6054,-0.74592835
6055,-0.7438342
6056,2.862109
6057,-0.22882433
6058,0.005965
6059,1.0094273
6060,-0.92135537
6061,-2.3948898
6062,-1.691958
6063,-2.9294024
6064,-0.5999983
6065,2.2631958
6066,-2.3805192
6067,-1.0265249
6068,0.27164033
6069,-1.8580008
6070,0.8507798
6071,1.8470625
6072,-0.94272256
6073,-1.2558645
6074,-2.7910802
6075,-1.1317307
6076,0.5567682
6077,-3.003181
6078,0.4020915
6079,-1.0198723
6080,-2.573476
6081,-2.5029836
6082,1.4503725
6083,0.021601606
6084,2.2308793
6085,-0.8345307
6086,2.9897087
6087,0.42892262
6088,0.08592066
6089,-0.3402025
6090,-2.8629792
6091,1.4221025
6092,0.6625647
6093,2.7209466
6094,2.820083
6095,0.84225523
6096,-2.4429636
6097,-2.3606002
6098,-1.4593712
6099,1.5206645
6100,-1.2033997
6101,-1.8716582
6102,0.1671279
6103,2.784709
6104,-0.04763507
6105,2.4967413
6106,-1.0279496
6107,-1.0327597
6108,0.29852757
6109,0.88669777
6110,2.0904362
6111,-3.0247521
6112,2.040522
6113,-0.1695381
6114,2.1747568
6115,0.48554176
6116,2.8616881
6117,0.7842444
6118,0.027876552
6119,-3.0555098
6120,1.8649666
6121,1.1330961
6122,-0.26374134
6123,-2.2105446
6124,1.2416886
6125,1.5332838
6126,1.9715871
6127,-0.54725784
6128,1.8395804
6129,0.9867162
6130,-1.1264752
6131,-1.0664195
6132,-0.023608714
6133,1.1486862
6134,-2.6591616
6135,-2.3474693
6136,2.094767
6137,-1.8013145
6138,-0.70001894
6139,-1.4031876
6140,2.9835305
6141,-0.152522
6142,-1.8367511
6143,0.653083
6144,-2.6572847
6145,1.2741321
6146,-0.52158743
6147,-1.3744669
6148,-0.8619778
6149,-2.319812
6150,-2.2344131
6151,-1.3385065
6152,-0.91812366
6153,2.8895826
6154,0.5413892
6155,1.5387143
6156,-2.7575405
6157,-0.3488241
6158,1.3780988
6159,1.5370309
6160,-2.648488
6161,2.3206778
6162,-1.5699439
6163,2.2501073
6164,1.5717531
6165,0.17101668
6166,-0.08456629
6167,-2.522299
6168,2.304854
6169,1.621422
6170,0.81866366
6171,-0.632969
6172,0.16064042
6173,0.07334315
6174,-0.59768414
6175,1.6026951
6176,-0.14332183
6177,-3.0946689
6178,-1.1023657
6179,-2.2333338
6180,-0.19495551
6181,-1.0625751
6182,-0.3328743
6183,-0.1778678
6184,0.8503497
6185,0.830339
6186,-0.30124334
6187,1.8694131
6188,-2.4694529
6189,-0.86448663
6190,2.312641
6191,-0.50983363
6192,0.68782693
6193,2.2538118
6194,0.86642045
6195,-2.4698699
6196,1.1490786
6197,-2.369284
6198,1.0356205
6199,-2.1163933
6200,-0.18796727
6201,2.8684382
6202,0.12686342
6203,0.8322002
6204,-0.041541867
6205,-2.9738467
6206,2.0650985
6207,0.4537102
6208,0.0685785
6209,2.1329055
6210,2.4614854
6211,2.4023952
6212,2.362081
6213,-2.3529408
6214,1.35463
6215,-0.061643317
6216,0.12386656
6217,-2.9073198
6218,0.07723105
6219,1.3297784
6220,-0.009360482
6221,-2.7845535
6222,2.683236
6223,-0.45289603
6224,-2.5521033
6225,3.0739386
6226,-1.1302795
6227,0.11633248
6228,-2.084288
6229,2.6044147
6230,2.876682
6231,-2.1879563
6232,-0.89146906
6233,1.580981
6234,-0.7528631
6235,1.0432757
6236,-0.5395572
6237,-1.0166826
6238,2.9552104
6239,-1.5619223
6240,-0.1081295
6241,-0.10061858
6242,2.1509788
6243,2.2690315
6244,2.3185766
6245,0.1160963
6246,0.5193107
6247,2.3642287
6248,-2.1827233
6249,0.9404509
6250,1.5838214
6251,2.2852619
6252,2.1093566
6253,1.3663772
6254,0.725834
6255,-0.7935612
6256,-1.5498139
6257,-1.2303438
6258,-3.0105057
6259,1.598534
6260,-0.8851731
6261,-1.2419543
6262,-0.15382022
6263,2.349061
6264,-1.5558295
6265,-2.4692342
6266,-0.77884716
6267,-1.375409
6268,-1.3763843
6269,1.735885
6270,-1.028778
6271,-1.9875519
6272,-1.3257487
6273,1.1832652
6274,1.1620988
6275,-2.751798
6276,-2.2008607
6277,-0.6854105
6278,-0.40100375
6279,1.012236
6280,2.2795978
6281,0.45820487
6282,0.4759247
6283,0.14884022
6284,-2.6555047
6285,-2.065369
6286,0.5613168
6287,0.5270242
6288,1.7770048
6289,2.6173697
6290,-1.469295
6291,2.5392044
6292,0.16267756
6293,-0.20421633
6294,2.2938118
6295,0.34893236
6296,2.1522536
6297,-2.887491
6298,-1.410083
6299,-1.7194178
6300,0.6265458
6301,2.7640104
6302,1.9366088
6303,-1.6564168
6304,-0.59292
6305,-2.7660878
6306,1.6530664
6307,-1.6953459
6308,-0.18227316
6309,-1.2460438
6310,-2.942473
6311,1.1391128
6312,2.903828
6313,0.9190107
6314,-0.14866254
6315,0.3785459
6316,-1.0944101
6317,-2.6326168
6318,2.8008828
6319,-1.5862241
6320,1.481987
6321,1.8181974
6322,-1.9082519
6323,-0.10372076
6324,-0.69031185
6325,-1.9464743
6326,-1.493823
6327,-2.4305995
6328,-1.8383169
6329,-1.0948889
6330,-3.1711626
6331,-0.893255
6332,-2.2969444
6333,2.4239671
6334,-1.4514225
6335,-2.7382138
6336,2.7770684
6337,1.7733439
6338,-0.1559214
6339,-1.5974674
6340,-2.416118
6341,-2.9004333
6342,-2.0836048
6343,-1.2261137
6344,2.2462664
6345,-3.0885985
6346,2.6947403
6347,1.650463
6348,-0.73264736
6349,-1.2267671
6350,-2.9815967
6351,-2.8740664
6352,1.7201245
6353,3.0261614
6354,2.3350303
6355,-1.2034314
6356,0.17732134
6357,1.5784497
6358,-2.6268518
6359,1.6842861
6360,-0.36608183
6361,0.239798
6362,2.74399
6363,-1.9169923
6364,2.1970367
6365,-1.7596518
6366,-2.6099901
6367,-0.35063836
6368,-0.93130404
6369,1.8925352
6370,-1.9119141
6371,-0.61818063
6372,-0.8143388
6373,2.5982432
6374,-2.8003016
6375,-2.7400458
6376,-0.9921781
6377,2.819498
6378,-1.7428493
6379,2.5777895
6380,2.1601443
6381,0.8131817
6382,1.6165204
6383,-2.1611335
6384,-2.7115552
6385,-2.966059
6386,0.72603106
6387,2.401093
6388,-1.1897199
6389,-2.386727
6390,0.53554374
6391,-1.7886939
6392,1.0810844
6393,0.722311
6394,-0.5450939
6395,2.1403224
6396,0.07193992
6397,-2.9743924
6398,-2.7529943
6399,0.10870436
6400,-1.1041287
6401,2.2732646
6402,2.5601013
6403,2.2353077
6404,-1.7096705
6405,-2.0122938
6406,-0.77401817
6407,0.7709713
6408,-1.8400126
6409,-2.3384697
6410,2.3251736
6411,2.419438
6412,2.4944315
6413,-3.019618
6414,-1.7464352
6415,2.856988
6416,-1.8569542
6417,-2.0361512
6418,0.38358614
6419,-1.6655644
6420,-2.2448168
6421,-1.1250755
6422,-1.3106664
6423,0.73228663
6424,-0.91664666
6425,-1.5168285
6426,2.4042897
6427,2.95735
6428,-2.1891637
6429,-0.083253235
6430,2.2387156
6431,0.7671782
6432,1.17991
6433,-0.2843766
6434,-0.4749145
6435,-2.529425
6436,2.740512
6437,2.950113
6438,-0.77324104
6439,2.8310716
6440,2.5490587
6441,-2.250368
6442,2.836374
6443,-0.44813353
6444,-0.7914916
6445,2.483021
6446,2.7155712
6447,-1.4378712
6448,0.7988157
6449,3.002897
6450,1.0074831
6451,-1.1634591
6452,-1.5469568
6453,0.7135889
6454,-2.010283
6455,-1.5878931
6456,-3.01877
6457,1.5295593
6458,-0.3073087
6459,0.8136306
6460,1.538379
6461,0.52938324
6462,-0.7347766
6463,2.451478
6464,-0.05634877
6465,-2.2708397
6466,2.7396195
6467,0.5957779
6468,-1.1191337
6469,-2.2580552
6470,-1.817498
6471,2.537588
6472,2.1048603
6473,-1.2239807
6474,0.23112921
6475,-2.829445
6476,2.9480789
6477,-1.10525
6478,3.038543
6479,-0.32462823
6480,-0.81994826
6481,-2.308962
6482,2.7419019
6483,2.260303
6484,2.6188846
6485,1.9207199
6486,2.6407962
6487,2.7116263
6488,2.3153815
6489,1.3621771
6490,0.6056561
6491,-0.25890523
6492,-0.3662766
6493,3.0293882
6494,2.3871982
6495,-0.53051156
6496,-0.39132452
6497,-2.8994105
6498,1.590235
6499,-0.3837647
6500,0.3045267
6501,-3.000595
6502,1.1228919
6503,0.30121997
6504,-0.8676749
6505,2.5292428
6506,2.905157
6507,-1.5938401
6508,-2.3548052
6509,-0.63954055
6510,-2.43894
6511,2.2216325
6512,1.6532044
6513,0.09883204
6514,-2.3781989
6515,-0.8076323
6516,2.1701317
6517,-0.73041487
6518,0.7902553
6519,2.5578969
6520,0.20255692
6521,1.6888977
6522,0.63804096
6523,0.919376
6524,-0.39998433
6525,-1.6712319
6526,-1.0196174
6527,1.1402096
6528,0.71774906
6529,-1.011444
6530,-2.0270305
6531,-0.6019549
6532,-1.9568032
6533,-2.0432906
6534,-3.1019995
6535,-2.9147205
6536,-2.9962964
6537,1.5276237
6538,-2.0253131
6539,0.058123037
6540,0.9501743
6541,2.5041778
6542,2.7894945
6543,-1.4240568
6544,1.4594128
6545,-1.5983098
6546,-1.1548208
6547,0.37878478
6548,-0.6857863
6549,-0.4498965
6550,0.0047859093
6551,2.9872148
6552,0.4381341
6553,-0.014800499
6554,-1.87408
6555,-2.9892871
6556,3.0200267
6557,-2.8947332
6558,0.7348389
6559,0.4772121
6560,0.22889338
6561,-2.11156
6562,-1.2403824
6563,1.8725711
6564,2.1726596
6565,1.5197829
6566,2.8582957
6567,2.8021452
6568,1.5864594
6569,-1.4593347
6570,-1.302672
6571,-0.48688918
6572,2.6018586
6573,2.8901923
6574,2.12826
6575,1.3347757
6576,1.6682703
6577,0.96422464
6578,-1.5019189
6579,-0.090355344
6580,-2.909555
6581,-0.6723464
6582,0.5625603
6583,0.3737971
6584,-0.9307078
6585,-1.5987053
6586,-0.37808648
6587,1.4040676
6588,-0.1282706
6589,-2.09626
6590,-2.4301665
6591,0.09842032
6592,-1.4986209
6593,-2.6115746
6594,2.5693228
6595,2.5757077
6596,0.33452544
6597,-1.6825769
6598,-0.34278563
6599,1.7494742
6600,-0.91369426
6601,0.19634686
6602,-0.51583886
6603,-2.6482565
6604,0.42839542
6605,-1.3202288
6606,-2.9143002
6607,-0.3593344
6608,-0.959808
6609,1.2426814
6610,0.47003433
6611,-2.6056454
6612,0.33565664
6613,-2.7347176
6614,1.6193389
6615,-3.0419433
6616,-1.3857839
6617,-0.567885
6618,-1.9298787
6619,1.5056412
6620,2.92579
6621,-2.873089
6622,1.4050202
6623,-2.0112512
6624,1.4925051
6625,1.3994354
6626,1.393188
6627,2.9648187
6628,-0.43148196
6629,-0.6211133
6630,-1.144738
6631,-2.913073
6632,0.84521425
6633,-0.81700265
6634,1.4653674
6635,1.9766663
6636,-1.908941
6637,3.0085027
6638,1.7748711
6639,-1.1922116
6640,-2.0801032
6641,-0.79060405
6642,-2.447328
6643,-1.5150163
6644,-0.8724317
6645,-3.0558279
6646,0.058183994
6647,1.7311058
6648,-2.8861513
6649,-0.69981855
6650,-1.6028147
6651,-0.43440914
6652,1.1768086
6653,1.7174349
6654,-0.3727892
6655,2.8205252
6656,2.741082
6657,-3.066937
6658,-2.6430779
6659,1.1756032
6660,1.8713026
6661,2.9859104
6662,2.67607
6663,1.2818807
6664,-0.5100752
6665,-2.9731722
6666,0.1431702
6667,-1.9336867
6668,-0.9791643
6669,-0.15620822
6670,-2.6094968
6671,0.299599
6672,2.0814388
6673,-0.9815402
6674,-1.5906461
6675,1.6075286
6676,-0.87016594
6677,-2.6513028
6678,-1.1776645
6679,-2.0534227
6680,1.6137794
6681,-2.2084491
6682,1.0943518
6683,2.2963703
6684,-1.501135
6685,-1.2563288
6686,2.1839762
6687,-2.9134681
6688,-2.3643744
6689,-1.4465637
6690,-0.706959
6691,0.5223773
6692,-0.9282562
6693,2.3070757
6694,-1.7560147
6695,-2.0057218
6696,1.8892587
6697,-2.0971832
6698,-0.33075935
6699,2.6906524
6700,1.6078354
6701,-0.95924616
6702,-0.030708749
6703,0.91273713
6704,-2.1357594
6705,1.9267826
6706,-1.0230176
6707,-2.2281084
6708,-2.6751103
6709,1.351088
6710,2.1390595
6711,1.0005747
6712,1.3156644
6713,0.25005138
6714,-0.4487733
6715,-0.21538132
6716,2.7330914
6717,0.72607374
6718,-2.2642853
6719,1.8115766
6720,1.4811198
6721,-2.969882
6722,-2.6883054
6723,2.9616985
6724,-3.0642922
6725,2.8618176
6726,-2.9525988
6727,0.012577156
6728,1.2878023
6729,-1.6954226
6730,-0.3317617
6731,-0.9715446
6732,2.6141772
6733,-0.8649462
6734,-2.001863
6735,-1.2507187
6736,-0.92183226
6737,-0.12269209
6738,-0.5306351
6739,-1.5323219
6740,1.3566474
6741,0.2723328
6742,2.089489
6743,1.082394
6744,-0.7997379
6745,-0.8463959
6746,-1.8638797
6747,1.849978
6748,-0.1487887
6749,2.7078936
6750,-0.8449249
6751,-0.027902342
6752,2.0915496
6753,2.2442014
6754,1.38676
6755,0.997537
6756,-1.4288067
6757,-1.6620764
6758,1.337337
6759,-2.315167
6760,-2.3724754
6761,-0.49551618
6762,2.1079803
6763,2.2377157
6764,-0.63781756
6765,2.2872798
6766,-1.334187
6767,0.23813811
6768,-1.3301316
6769,2.6239555
6770,1.291715
6771,2.1451313
6772,-0.7276274
6773,-0.8385757
6774,1.3689432
6775,2.2216296
6776,1.0772008
6777,-0.7094633
6778,0.575126
6779,0.7157172
6780,-0.14728934
6781,-3.0354693
6782,2.864453
6783,-1.3460536
6784,0.063439764
6785,1.0525998
6786,-1.827674
6787,2.297161
6788,1.8038809
6789,0.54629725
6790,0.06977279
6791,-2.8315647
6792,-2.9507728
6793,-1.2738748
6794,-1.6592171
6795,1.7284718
6796,-0.74348724
6797,-1.439451
6798,0.19988412
6799,-2.1690328
6800,0.3210915
6801,0.9752308
6802,-2.2565982
6803,0.45066962
6804,2.6199765
6805,-0.04732241
6806,-0.28530756
6807,1.0281794
6808,2.3192234
6809,-0.94295913
6810,0.19413574
6811,1.6554871
6812,-1.9641978
6813,1.6314962
6814,-2.0243554
6815,-1.4280075
6816,1.722383
6817,2.8916585
6818,0.0060908236
6819,1.7136178
6820,-1.0927646
6821,-1.8677776
6822,-0.27982134
6823,-0.5842352
6824,-1.6821539
6825,1.2801218
6826,-1.1973008
6827,2.2702281
6828,1.869328
6829,2.8066216
6830,-0.75751776
6831,-0.72519255
6832,0.9110926
6833,-2.2158897
6834,-1.7316116
6835,-1.4401214
6836,-0.6952352
