,RecoDataeta_predicted
5655,151903.5
5656,176171.38
5657,84237.31
5658,107379.41
5659,113.58513
5660,91321.76
5661,74917.49
5662,113.58513
5663,254194.89
5664,126557.32
5665,91368.93
5666,101418.34
5667,120814.16
5668,108536.59
5669,87145.48
5670,141226.62
5671,112443.04
5672,94300.3
5673,105112.62
5674,121103.766
5675,113.58513
5676,89048.32
5677,113.58513
5678,111991.92
5679,103359.984
5680,118631.32
5681,129565.63
5682,139660.58
5683,87349.305
5684,101201.35
5685,114425.49
5686,83531.84
5687,113.58513
5688,196942.64
5689,113.58513
5690,127853.26
5691,116431.26
5692,152863.3
5693,92800.82
5694,89750.336
5695,113.58513
5696,113.58513
5697,191968.78
5698,148054.67
5699,113.58513
5700,121741.055
5701,140820.2
5702,106411.92
5703,89835.77
5704,105646.48
5705,91812.54
5706,164223.9
5707,75367.375
5708,141807.92
5709,85766.08
5710,114763.45
5711,130029.78
5712,113.58513
5713,129593.27
5714,88538.05
5715,333676.5
5716,102302.25
5717,89951.13
5718,86195.1
5719,107429.87
5720,148931.52
5721,192069.95
5722,227961.31
5723,81390.78
5724,113.58513
5725,135740.89
5726,97701.19
5727,203028.61
5728,150306.88
5729,123785.49
5730,113.58513
5731,104277.91
5732,113.58513
5733,103277.05
5734,113.58513
5735,71211.61
5736,113.58513
5737,113912.414
5738,99004.04
5739,139891.48
5740,92530.6
5741,112234.45
5742,113.58513
5743,117525.625
5744,81941.336
5745,194203.72
5746,121961.555
5747,86874.13
5748,225335.4
5749,173550.88
5750,171624.33
5751,94528.67
5752,140152.42
5753,87790.695
5754,86753.586
5755,87047.445
5756,113.58513
5757,140169.6
5758,85718.01
5759,113.58513
5760,154954.06
5761,94409.26
5762,111808.43
5763,113.58513
5764,120032.9
5765,113.58513
5766,113.58513
5767,84223.74
5768,117040.75
5769,126012.016
5770,98304.23
5771,146129.42
5772,105200.94
5773,141346.56
5774,230973.52
5775,92925.555
5776,113.58513
5777,90042.62
5778,102237.34
5779,96510.836
5780,113435.82
5781,148545.16
5782,136963.45
5783,138957.34
5784,157978.9
5785,86351.414
5786,112612.95
5787,79348.63
5788,117552.41
5789,128368.625
5790,104561.97
5791,91827.31
5792,166761.84
5793,83871.03
5794,87184.234
5795,130496.01
5796,188664.1
5797,102972.91
5798,113.58513
5799,104170.57
5800,113.58513
5801,113.58513
5802,113.58513
5803,113.58513
5804,157608.31
5805,97519.42
5806,159820.92
5807,141348.47
5808,84178.96
5809,113.58513
5810,87123.18
5811,126022.03
5812,161081.23
5813,126262.805
5814,113.58513
5815,101819.53
5816,163339.8
5817,110188.695
5818,95440.49
5819,79807.8
5820,113.58513
5821,113.58513
5822,85347.96
5823,121711.09
5824,168860.33
5825,126387.99
5826,128828.52
5827,178535.55
5828,183372.72
5829,155084.39
5830,113.58513
5831,90234.125
5832,130405.44
5833,113.58513
5834,156121.36
5835,113.58513
5836,86178.09
5837,204155.73
5838,117843.945
5839,113.58513
5840,102929.28
5841,154737.73
5842,113.58513
5843,89069.29
5844,105748.13
5845,82322.77
5846,113.58513
5847,90237.94
5848,113.58513
5849,105635.41
5850,113.58513
5851,133208.94
5852,85200.99
5853,116011.67
5854,136050.5
5855,92377.48
5856,113.58513
5857,155749.42
5858,123314.336
5859,113.58513
5860,159135.39
5861,91523.14
5862,94665.875
5863,113.58513
5864,142558.2
5865,87405.89
5866,93760.06
5867,101141.945
5868,109328.26
5869,113.58513
5870,163519.08
5871,81869.02
5872,142539.72
5873,216814.75
5874,113.58513
5875,122311.125
5876,200862.88
5877,109724.25
5878,87315.23
5879,172700.16
5880,93475.26
5881,113.58513
5882,94347.914
5883,113.58513
5884,113.58513
5885,103940.78
5886,114433.945
5887,197223.25
5888,77479.2
5889,99072.68
5890,118336.38
5891,169707.75
5892,92539.42
5893,79737.695
5894,135554.53
5895,136286.4
5896,117485.1
5897,113.58513
5898,125957.87
5899,94168.375
5900,113.58513
5901,113.58513
5902,104650.09
5903,91864.484
5904,83359.78
5905,113.58513
5906,98465.07
5907,113.58513
5908,113.58513
5909,89304.05
5910,132042.34
5911,127382.71
5912,100641.58
5913,141183.66
5914,157349.38
5915,117125.92
5916,146062.77
5917,166356.78
5918,220743.77
5919,276959.88
5920,112823.63
5921,175897.47
5922,115236.09
5923,133503.02
5924,117139.95
5925,116441.164
5926,100055.84
5927,91036.984
5928,82374.88
5929,178776.98
5930,107741.48
5931,162531.14
5932,124757.72
5933,98937.48
5934,90178.766
5935,113.58513
5936,86679.21
5937,113.58513
5938,113.58513
5939,99137.086
5940,113.58513
5941,113.58513
5942,113.58513
5943,134789.6
5944,113288.1
5945,94999.445
5946,111463.984
5947,113.58513
5948,128628.65
5949,100236.58
5950,137177.9
5951,113.58513
5952,131747.3
5953,139901.84
5954,113.58513
5955,193763.77
5956,117556.62
5957,113.58513
5958,202503.89
5959,113.58513
5960,136876.19
5961,82215.14
5962,154243.81
5963,106725.28
5964,88799.77
5965,113.58513
5966,113.58513
5967,215325.75
5968,184848.47
5969,79657.055
5970,115988.62
5971,87190.836
5972,96322.1
5973,113.58513
5974,113.58513
5975,88952.41
5976,81795.18
5977,97270.586
5978,108091.17
5979,117819.9
5980,117064.555
5981,243040.88
5982,107018.41
5983,124050.97
5984,89735.44
5985,113.58513
5986,147190.6
5987,77069.125
5988,113.58513
5989,92682.01
5990,114609.81
5991,192549.39
5992,129075.79
5993,113.58513
5994,113.58513
5995,281653.16
5996,131688.2
5997,84044.7
5998,89039.586
5999,106832.06
6000,113.58513
6001,85085.33
6002,113.58513
6003,113.58513
6004,113.58513
6005,106038.18
6006,143586.11
6007,88719.23
6008,84277.68
6009,97356.24
6010,83828.11
6011,296016.6
6012,129927.414
6013,143656.98
6014,116856.9
6015,113.58513
6016,86635.805
6017,151871.69
6018,209015.7
6019,146424.16
6020,105346.6
6021,104051.234
6022,113.58513
6023,113.58513
6024,300770.5
6025,204561.64
6026,126786.37
6027,117302.14
6028,211288.44
6029,171281.77
6030,79712.43
6031,139140.5
6032,121035.32
6033,130173.51
6034,113.58513
6035,113.58513
6036,95128.16
6037,123716.22
6038,91468.35
6039,97331.04
6040,113.58513
6041,114716.4
6042,157738.4
6043,264502.4
6044,83490.125
6045,96127.34
6046,126883.2
6047,161386.77
6048,127860.414
6049,103419.1
6050,136438.08
6051,217178.08
6052,87004.64
6053,88146.46
6054,97162.62
6055,142396.7
6056,159435.23
6057,87586.97
6058,151104.62
6059,108972.99
6060,191005.23
6061,102583.15
6062,93202.69
6063,209385.73
6064,85728.33
6065,141601.88
6066,81843.664
6067,94252.16
6068,145180.94
6069,226067.66
6070,154559.39
6071,113.58513
6072,235701.2
6073,88326.42
6074,117564.09
6075,113.58513
6076,82160.48
6077,170745.9
6078,82894.2
6079,155813.78
6080,113.58513
6081,118824.016
6082,214022.84
6083,123893.586
6084,105936.89
6085,94920.63
6086,94427.56
6087,79216.62
6088,113.58513
6089,139415.69
6090,113.58513
6091,96506.15
6092,92483.94
6093,142109.58
6094,113.58513
6095,165850.56
6096,148225.45
6097,113211.44
6098,118139.625
6099,99693.89
6100,105234.44
6101,117946.44
6102,176159.02
6103,155087.22
6104,107081.27
6105,192234.98
6106,204934.72
6107,114847.87
6108,114616.336
6109,113.58513
6110,113.58513
6111,117843.89
6112,77026.516
6113,113.58513
6114,113.58513
6115,130865.586
6116,103940.3
6117,218110.42
6118,137365.61
6119,125502.52
6120,113.58513
6121,113.58513
6122,80176.64
6123,113.58513
6124,137595.8
6125,101805.695
6126,135315.19
6127,169950.73
6128,113.58513
6129,115733.33
6130,93926.195
6131,130532.45
6132,111950.234
6133,148304.0
6134,118050.35
6135,93432.81
6136,89596.26
6137,113.58513
6138,127408.01
6139,100127.55
6140,99933.73
6141,198213.17
6142,178565.84
6143,134302.56
6144,217088.78
6145,128767.23
6146,137774.2
6147,265427.66
6148,122925.6
6149,146521.1
6150,84287.93
6151,91839.65
6152,167331.55
6153,89337.69
6154,109764.79
6155,113.58513
6156,140877.75
6157,149618.33
6158,112394.734
6159,81039.57
6160,108093.836
6161,102170.984
6162,185405.84
6163,113.58513
6164,131964.33
6165,124422.52
6166,164809.78
6167,177938.4
6168,130994.305
6169,97141.336
6170,91438.445
6171,113.58513
6172,94066.0
6173,113.58513
6174,94534.734
6175,81625.26
6176,113.58513
6177,158841.83
6178,106632.33
6179,124529.39
6180,169632.97
6181,97599.68
6182,118362.13
6183,143657.64
6184,156557.22
6185,84998.586
6186,108021.75
6187,109178.914
6188,120469.125
6189,122707.26
6190,121942.914
6191,341409.72
6192,83920.664
6193,149941.22
6194,124788.06
6195,184156.48
6196,113.58513
6197,132709.11
6198,113.58513
6199,158035.19
6200,113.58513
6201,88030.98
6202,91074.94
6203,113.58513
6204,113070.484
6205,113.58513
6206,91937.12
6207,126631.94
6208,140100.34
6209,102057.33
6210,86606.38
6211,107793.32
6212,113.58513
6213,156319.2
6214,105155.48
6215,88992.695
6216,113.58513
6217,89925.9
6218,106439.83
6219,129332.06
6220,113.58513
6221,156127.14
6222,113.58513
6223,124877.48
6224,297228.06
6225,91271.51
6226,122055.77
6227,165217.73
6228,183074.75
6229,113.58513
6230,113644.29
6231,113.58513
6232,102249.766
6233,113.58513
6234,120772.67
6235,111272.09
6236,113.58513
6237,191888.25
6238,80542.65
6239,111378.89
6240,200853.19
6241,81614.805
6242,89502.81
6243,113.58513
6244,204852.62
6245,142667.66
6246,95814.02
6247,149476.14
6248,256783.22
6249,92836.83
6250,116051.61
6251,84947.82
6252,97668.14
6253,110788.52
6254,87281.86
6255,113.58513
6256,111294.71
6257,110972.82
6258,111153.83
6259,99115.54
6260,99126.41
6261,109779.62
6262,92713.8
6263,106162.836
6264,96030.65
6265,213699.48
6266,89609.266
6267,112536.29
6268,155030.6
6269,146357.45
6270,140055.97
6271,96544.0
6272,81232.8
6273,117129.56
6274,230243.34
6275,86665.63
6276,236872.48
6277,410469.84
6278,130337.15
6279,111632.18
6280,81025.95
6281,113.58513
6282,113.58513
6283,119957.91
6284,82774.18
6285,111414.75
6286,113.58513
6287,113.58513
6288,89512.5
6289,107274.1
6290,255598.9
6291,113.58513
6292,90333.83
6293,82271.37
6294,113.58513
6295,107946.086
6296,113.58513
6297,113.58513
6298,113.58513
6299,169737.66
6300,150368.36
6301,231071.12
6302,114303.05
6303,112723.62
6304,113.58513
6305,165038.31
6306,89978.21
6307,89119.91
6308,83678.805
6309,121538.85
6310,101773.18
6311,90991.72
6312,85688.805
6313,167852.45
6314,113.58513
6315,187693.27
6316,143993.77
6317,86297.3
6318,156871.33
6319,91516.695
6320,112816.61
6321,150865.3
6322,124041.11
6323,113.58513
6324,113.58513
6325,92509.8
6326,96592.54
6327,87743.555
6328,254293.73
6329,83073.516
6330,137090.78
6331,232484.86
6332,113.58513
6333,157892.58
6334,76007.43
6335,131721.03
6336,237400.02
6337,140594.44
6338,111570.54
6339,177465.12
6340,95648.93
6341,171390.75
6342,293410.5
6343,194676.6
6344,148443.9
6345,107041.195
6346,94223.34
6347,103997.28
6348,166845.64
6349,115542.34
6350,107855.18
6351,185045.52
6352,105722.88
6353,98071.81
6354,153803.83
6355,135199.14
6356,109134.08
6357,143010.44
6358,148143.03
6359,113.58513
6360,106702.02
6361,126101.83
6362,113.58513
6363,107938.11
6364,314643.44
6365,133158.86
6366,88915.62
6367,140547.48
6368,75869.87
6369,87919.17
6370,107405.73
6371,82287.47
6372,125852.22
6373,110217.52
6374,130968.43
6375,109792.305
6376,115091.234
6377,102856.586
6378,132896.11
6379,152765.53
6380,142225.73
6381,129140.81
6382,124580.625
6383,172320.58
6384,113.58513
6385,105725.305
6386,116848.61
6387,947737.94
6388,127668.76
6389,190643.28
6390,123647.22
6391,82452.3
6392,129760.78
6393,159296.14
6394,113.58513
6395,113.58513
6396,97118.12
6397,82467.43
6398,113.58513
6399,186257.02
6400,145474.8
6401,134972.6
6402,89924.56
6403,87981.85
6404,124781.77
6405,113.58513
6406,113.58513
6407,133405.92
6408,97817.055
6409,146701.23
6410,196527.84
6411,113.58513
6412,117451.79
6413,89129.945
6414,136409.58
6415,113.58513
6416,174398.95
6417,178407.61
6418,117927.55
6419,96437.164
6420,203675.52
6421,115383.08
6422,98324.0
6423,89514.32
6424,113.58513
6425,113.58513
6426,113.58513
6427,134584.25
6428,101535.49
6429,121602.59
6430,90946.18
6431,112183.914
6432,113.58513
6433,215761.81
6434,106496.445
6435,233460.39
6436,219362.53
6437,81419.23
6438,194587.72
6439,106069.64
6440,117548.48
6441,105874.67
6442,106939.52
6443,134981.94
6444,113.58513
6445,93718.2
6446,124699.78
6447,159110.98
6448,238192.23
6449,112557.67
6450,170308.06
6451,72540.305
6452,112130.72
6453,147873.92
6454,113.58513
6455,113.58513
6456,113424.52
6457,113.58513
6458,113.58513
6459,121748.5
6460,114478.96
6461,77940.02
6462,81602.016
6463,96988.164
6464,113.58513
6465,80978.75
6466,68010.375
6467,152620.3
6468,103871.484
6469,102676.336
6470,113.58513
6471,155773.97
6472,86216.766
6473,139457.52
6474,113.58513
6475,120996.95
6476,124867.93
6477,113.58513
6478,113.58513
6479,148249.12
6480,113.58513
6481,138757.89
6482,85525.32
6483,113.58513
6484,113125.734
6485,128647.98
6486,113.58513
6487,287872.16
6488,103919.14
6489,113.58513
6490,129437.695
6491,113.58513
6492,146565.52
6493,105342.086
6494,134957.08
6495,141071.84
6496,113.58513
6497,137666.78
6498,151097.0
6499,109609.2
6500,83362.92
6501,80274.016
6502,263128.72
6503,113.58513
6504,109442.766
6505,82452.086
6506,186349.64
6507,113.58513
6508,86645.49
6509,113.58513
6510,172825.81
6511,105598.125
6512,113.58513
6513,124928.375
6514,113.58513
6515,104586.14
6516,81368.03
6517,186701.1
6518,113.58513
6519,95032.016
6520,129510.42
6521,82913.52
6522,113.58513
6523,227350.83
6524,285053.8
6525,113.58513
6526,113.58513
6527,136172.05
6528,309980.4
6529,102596.97
6530,89525.99
6531,93902.58
6532,99740.27
6533,84595.29
6534,121141.65
6535,90424.86
6536,110779.06
6537,89236.01
6538,113.58513
6539,113.58513
6540,138347.16
6541,114816.97
6542,86529.85
6543,91635.74
6544,100706.54
6545,121540.15
6546,113.58513
6547,108341.95
6548,105454.98
6549,113.58513
6550,113.58513
6551,168480.42
6552,100701.984
6553,81960.44
6554,179131.12
6555,130147.32
6556,113.58513
6557,80995.21
6558,75232.03
6559,130297.69
6560,109364.52
6561,113.58513
6562,113.58513
6563,113.58513
6564,96417.93
6565,108574.98
6566,97316.62
6567,148607.31
6568,136189.69
6569,113.58513
6570,109248.08
6571,151697.62
6572,113.58513
6573,128187.36
6574,81774.58
6575,85176.31
6576,91633.47
6577,157988.53
6578,94739.34
6579,96828.086
6580,254504.02
6581,106618.7
6582,206885.17
6583,113.58513
6584,123398.62
6585,95207.0
6586,198254.12
6587,104127.664
6588,113.58513
6589,97616.28
6590,103963.836
6591,140202.52
6592,113.58513
6593,92451.375
6594,242316.39
6595,114002.77
6596,98832.72
6597,113.58513
6598,171477.94
6599,82474.69
6600,175875.28
6601,148153.75
6602,85758.75
6603,127665.48
6604,113.58513
6605,170786.84
6606,150672.86
6607,113109.445
6608,85148.336
6609,113.58513
6610,113.58513
6611,269320.28
6612,118030.44
6613,113.58513
6614,97831.61
6615,182299.61
6616,91458.64
6617,165236.95
6618,113.58513
6619,79825.74
6620,158645.39
6621,177782.5
6622,86515.57
6623,113.58513
6624,136077.48
6625,79950.3
6626,120612.914
6627,112555.75
6628,89297.44
6629,89906.7
6630,95519.47
6631,107150.625
6632,82858.32
6633,174343.38
6634,113.58513
6635,118064.54
6636,96330.25
6637,240914.97
6638,94849.02
6639,99983.766
6640,107168.41
6641,169093.0
6642,118592.65
6643,319147.16
6644,113.58513
6645,132560.22
6646,97102.11
6647,84576.164
6648,102181.195
6649,103522.39
6650,101362.805
6651,102267.664
6652,91069.32
6653,189846.75
6654,98822.164
6655,92823.805
6656,116036.53
6657,113.58513
6658,203224.69
6659,78220.12
6660,138155.8
6661,101873.97
6662,161028.23
6663,117696.94
6664,98020.78
6665,190628.25
6666,106624.266
6667,115067.01
6668,95244.41
6669,81191.77
6670,140748.75
6671,113.58513
6672,99513.18
6673,154837.42
6674,113.58513
6675,83308.39
6676,91592.23
6677,118593.24
6678,156639.58
6679,124666.25
6680,104630.66
6681,83863.71
6682,103542.9
6683,120600.2
6684,113.58513
6685,146283.58
6686,120703.39
6687,113.58513
6688,113.58513
6689,98173.375
6690,113.58513
6691,113.58513
6692,166638.0
6693,105033.195
6694,144876.17
6695,100524.72
6696,91169.37
6697,137740.98
6698,104276.76
6699,125424.82
6700,165864.22
6701,104306.625
6702,130019.01
6703,182506.22
6704,94196.67
6705,161619.03
6706,113.58513
6707,89131.4
6708,80448.29
6709,83009.64
6710,81428.23
6711,113.58513
6712,152659.14
6713,123401.516
6714,74401.6
6715,108840.46
6716,113.58513
6717,85637.516
6718,113.58513
6719,130264.305
6720,158507.83
6721,113.58513
6722,144430.8
6723,113.58513
6724,145599.97
6725,100431.72
6726,112226.03
6727,364048.72
6728,229527.98
6729,113.58513
6730,112656.07
6731,228510.02
6732,113.58513
6733,128072.305
6734,133855.67
6735,117911.38
6736,82155.18
6737,110187.97
6738,143730.08
6739,139640.11
6740,106449.375
6741,105715.46
6742,128450.48
6743,97642.75
6744,147072.39
6745,101633.16
6746,129692.93
6747,100310.95
6748,113.58513
6749,82123.016
6750,113.58513
6751,95566.664
6752,113.58513
6753,103962.24
6754,147436.16
6755,168316.83
6756,113.58513
6757,131366.28
6758,104240.305
6759,105263.55
6760,167221.12
6761,159784.05
6762,117384.88
6763,113.58513
6764,97238.88
6765,115308.84
6766,140500.14
6767,113.58513
6768,103306.93
6769,153169.7
6770,142050.1
6771,113.58513
6772,113.58513
6773,73422.35
6774,132064.28
6775,113.58513
6776,142694.22
6777,128773.58
6778,113.58513
6779,176919.0
6780,113182.734
6781,244966.3
6782,113.58513
6783,121756.61
6784,299964.88
6785,94454.445
6786,131957.62
6787,113.58513
6788,118545.02
6789,113.58513
6790,113.58513
6791,113.58513
6792,75236.0
6793,87842.08
6794,131175.94
6795,139804.33
6796,85754.414
6797,185101.4
6798,167202.9
6799,107828.59
6800,165319.3
6801,211477.34
6802,264584.4
6803,190395.02
6804,113.58513
6805,113604.0
6806,336984.97
6807,140223.03
6808,86949.9
6809,140530.75
6810,117301.43
6811,145039.12
6812,159528.42
6813,85352.914
6814,113.58513
6815,173100.77
6816,104355.805
6817,81917.85
6818,184551.9
6819,113.58513
6820,99763.76
6821,144766.27
6822,164227.83
6823,113.58513
6824,108813.93
6825,91404.26
6826,100452.81
6827,88627.46
6828,109682.65
6829,151961.48
6830,91405.29
6831,113.58513
6832,120946.13
6833,98440.7
6834,157976.6
6835,100539.25
6836,76269.07
6837,106263.58
6838,98509.28
6839,156249.7
6840,134654.7
6841,113.58513
6842,107746.99
6843,84850.26
6844,89527.15
6845,86911.08
6846,113992.555
6847,146935.7
6848,118599.85
6849,113.58513
6850,228826.38
6851,228169.12
6852,113.58513
6853,107164.15
6854,83131.414
6855,107391.48
6856,157909.4
6857,92490.11
6858,104127.21
6859,103237.71
6860,91302.61
6861,77716.62
6862,195023.94
6863,113.58513
6864,99562.93
6865,95922.664
6866,134158.16
6867,85237.43
6868,113.58513
6869,113.58513
6870,78341.31
6871,113.58513
6872,113.58513
6873,185225.52
6874,93635.77
6875,87118.84
6876,118756.516
6877,90697.49
6878,221153.6
6879,108601.67
6880,155697.23
6881,105645.51
6882,158198.98
6883,90483.7
6884,73088.484
6885,113.58513
6886,154428.23
6887,276122.06
6888,88140.586
6889,114532.98
6890,94803.1
6891,113.58513
6892,103810.414
6893,99312.56
6894,78038.47
6895,87104.33
6896,126476.016
6897,88771.55
6898,149642.39
6899,99045.055
6900,116113.75
6901,97386.62
6902,113.58513
6903,113881.66
6904,89786.484
6905,143961.7
6906,100952.12
6907,99795.93
6908,113.58513
6909,101081.59
6910,141568.52
6911,120330.99
6912,84285.266
6913,146447.67
6914,92948.92
6915,180146.23
6916,133588.31
6917,90821.93
6918,182579.92
6919,84617.914
6920,113.58513
6921,103139.875
6922,113.58513
6923,106589.016
6924,106664.42
6925,116318.31
6926,225037.42
6927,110460.22
6928,179822.6
6929,85716.4
6930,144647.94
6931,110479.19
6932,118872.97
6933,130134.38
6934,96868.61
6935,225024.88
6936,128864.84
6937,119039.914
6938,278613.1
6939,113.58513
6940,178155.7
6941,228609.52
6942,145143.34
6943,181377.56
6944,121966.88
6945,187830.28
6946,90225.07
6947,182234.66
6948,208498.55
6949,121077.61
6950,163438.31
6951,113.58513
6952,90886.28
6953,115788.88
6954,133210.9
6955,119454.27
6956,114688.13
6957,113.58513
6958,113.58513
6959,98145.77
6960,117991.24
6961,152752.39
6962,87578.68
6963,107863.74
6964,94758.96
6965,226007.73
6966,141254.44
6967,102203.78
6968,141056.83
6969,81391.5
6970,91140.96
6971,140173.05
6972,181778.22
6973,113.58513
6974,185944.05
6975,121110.22
6976,113.58513
6977,79199.516
6978,110089.19
6979,91424.75
6980,356516.22
6981,195257.05
6982,132423.23
6983,151429.9
6984,113.58513
6985,73431.766
6986,252935.69
6987,106437.31
6988,122202.46
6989,96459.59
6990,117778.61
6991,95759.625
6992,100985.2
6993,182524.5
6994,113.58513
6995,90673.234
6996,148198.89
6997,96003.09
6998,100380.11
6999,139679.05
7000,130909.914
7001,89530.44
7002,118851.91
7003,126604.64
7004,113.58513
7005,83695.49
7006,88041.234
7007,79718.31
7008,144936.81
7009,123720.26
7010,113.58513
7011,141914.73
7012,149503.89
7013,122291.44
7014,118307.19
7015,114379.91
7016,145369.38
7017,110689.02
7018,113.58513
7019,212395.03
7020,91026.55
7021,129647.53
7022,113.58513
7023,125274.914
7024,172859.5
7025,113.58513
7026,113.58513
7027,96969.24
7028,79965.25
7029,120446.664
7030,126762.22
7031,123798.46
7032,110484.61
7033,84798.13
7034,111712.0
7035,115616.32
7036,203459.23
7037,149153.62
7038,121068.02
7039,113.58513
7040,119811.52
7041,107409.87
7042,123587.21
7043,112498.98
7044,95117.98
7045,123782.45
7046,136143.88
7047,80054.29
7048,83754.54
7049,115113.766
7050,103817.29
7051,176864.9
7052,113.58513
7053,102628.484
7054,113.58513
7055,83125.79
7056,91834.78
7057,113.58513
7058,109830.7
7059,113.58513
7060,79986.67
7061,335792.34
7062,113.58513
7063,113.58513
7064,92640.17
7065,82639.63
7066,113.58513
7067,106716.71
7068,129987.26
7069,324629.94
7070,102243.32
7071,128199.305
7072,182698.98
7073,89477.24
7074,113.58513
7075,171982.08
7076,113.58513
7077,116299.37
7078,81920.84
7079,106684.88
7080,113.58513
7081,88689.055
7082,210369.67
7083,84003.48
7084,156051.86
7085,113.58513
7086,113.58513
7087,135838.36
7088,151500.81
7089,124098.17
7090,91792.89
7091,115237.42
7092,76172.19
7093,90955.97
7094,154073.7
7095,139236.81
7096,97040.055
7097,89959.79
7098,113.58513
7099,86645.35
7100,83971.43
7101,107741.48
7102,186339.8
7103,89522.92
7104,104046.87
7105,143164.19
7106,114701.53
7107,104055.44
7108,104278.49
7109,83151.59
7110,82225.51
7111,216703.02
7112,105008.98
7113,126957.9
7114,100659.305
7115,143522.67
7116,118621.82
7117,139623.36
7118,87567.71
7119,149515.52
7120,88015.96
7121,181557.38
7122,113121.11
7123,99217.445
7124,178766.42
7125,117395.414
7126,189224.25
7127,114568.8
7128,381161.84
7129,143195.28
7130,94911.52
7131,98667.49
7132,80074.77
7133,109758.16
7134,81414.93
7135,110119.79
7136,136648.56
7137,118640.75
7138,113.58513
7139,91825.51
7140,267890.84
7141,133135.67
7142,99248.17
7143,113.58513
7144,246234.44
7145,234880.28
7146,124032.58
7147,126088.3
7148,103720.42
7149,113.58513
7150,112333.59
7151,167997.1
7152,218137.78
7153,163496.06
7154,85571.36
7155,113782.71
7156,128596.33
7157,86080.586
7158,84747.8
7159,115481.04
7160,113.58513
7161,108795.11
7162,103576.195
7163,144981.75
7164,80505.51
7165,113.58513
7166,149297.6
7167,75873.7
7168,194988.9
7169,96238.29
7170,109582.91
7171,169814.83
7172,113.58513
7173,144392.47
7174,89895.11
7175,157952.94
7176,113.58513
7177,120950.664
7178,458938.0
7179,84930.55
7180,198948.44
7181,345464.97
7182,96246.87
7183,113.58513
7184,112976.5
7185,102349.8
7186,253065.6
7187,85862.24
7188,129037.94
7189,141994.05
7190,113.58513
7191,113.58513
7192,270176.62
7193,192619.36
7194,362952.5
7195,87933.24
7196,102283.97
7197,95112.71
7198,113.58513
7199,99770.445
7200,213541.75
7201,104248.7
7202,113.58513
7203,113.58513
7204,178353.67
7205,169544.53
7206,82312.81
7207,93614.73
7208,167228.77
7209,113.58513
7210,113.58513
7211,92356.54
7212,97677.055
7213,81557.1
7214,94231.695
7215,118071.58
7216,81430.63
7217,96188.2
7218,96998.41
7219,139777.5
7220,216363.08
7221,137877.72
7222,99504.055
7223,113.58513
7224,113.58513
7225,159219.4
7226,96161.71
7227,113.58513
7228,86890.54
7229,113.58513
7230,113.58513
7231,114996.03
7232,91834.92
7233,405269.56
7234,111960.27
7235,87720.43
7236,159044.83
7237,202509.81
7238,113.58513
7239,84274.06
7240,95389.016
7241,82088.03
7242,120678.26
7243,90049.77
7244,113.58513
7245,90902.69
7246,172383.19
7247,123800.63
7248,147357.98
7249,119518.16
7250,85018.75
7251,110911.0
7252,113.58513
7253,90901.72
7254,81549.375
7255,113.58513
7256,84174.2
7257,118379.22
7258,180773.25
7259,101033.09
7260,91681.96
7261,97181.68
7262,89805.92
7263,85868.82
7264,105535.086
7265,92707.78
7266,114196.98
7267,119644.79
7268,118817.04
7269,89012.03
7270,102081.71
7271,109622.63
7272,113.58513
7273,113.58513
7274,150049.73
7275,81876.91
7276,76844.63
7277,113603.26
7278,430627.03
7279,113.58513
7280,113.58513
7281,80971.66
7282,160039.89
7283,149346.4
7284,214859.16
7285,103092.98
7286,120347.27
7287,113.58513
7288,111139.57
7289,113.58513
7290,122802.36
7291,113065.54
7292,113.58513
7293,193442.53
7294,97149.33
7295,113.58513
7296,87680.57
7297,95126.98
7298,113.58513
7299,130202.57
7300,105966.53
7301,175989.58
7302,84224.79
7303,128785.33
7304,82979.375
7305,99204.586
7306,113.58513
7307,137974.83
7308,140027.1
7309,143964.1
7310,169902.67
7311,172525.12
7312,93707.61
7313,113.58513
7314,96997.07
7315,106745.22
7316,154968.86
7317,200493.67
7318,131852.52
7319,186689.72
7320,130615.23
7321,113.58513
7322,113.58513
7323,145537.47
7324,113.58513
7325,319996.6
7326,269512.78
7327,102560.34
7328,183308.95
7329,147289.31
7330,113.58513
7331,113.58513
7332,582195.2
7333,152384.69
7334,136896.52
7335,125430.445
7336,93017.52
7337,113.58513
7338,170481.7
7339,99003.5
7340,168475.17
7341,113.58513
7342,113.58513
7343,131945.2
7344,113.58513
7345,113.58513
7346,143677.73
7347,92368.516
7348,113.58513
7349,93885.43
7350,94424.305
7351,189732.3
7352,116573.37
7353,118018.17
7354,113.58513
7355,86965.695
7356,107745.305
7357,110486.91
7358,98076.58
7359,134658.4
7360,91951.164
7361,188746.3
7362,129866.7
7363,99010.76
7364,159129.83
7365,113.58513
7366,113.58513
7367,133016.31
7368,161873.98
7369,140172.98
7370,99114.47
7371,113.58513
7372,121618.875
7373,350802.34
7374,89708.54
7375,84604.39
7376,97581.83
7377,96611.94
7378,112350.11
7379,83658.72
7380,80558.914
7381,124406.59
7382,155966.53
7383,145866.3
7384,116617.81
7385,121056.66
7386,83366.33
7387,91106.31
7388,229412.33
7389,127088.664
7390,266220.3
7391,159407.05
7392,113.58513
7393,155252.8
7394,98317.41
7395,265079.6
7396,152936.66
7397,99062.64
7398,106955.58
7399,139460.33
7400,117877.21
7401,107836.86
7402,83763.03
